Review,Point
"Bún đậu ở đây khá nổi tiếng rồi nên chắc k cần review kỹ đâu haz.. 
nhận xét sơ tí là mẹt bún lớn nhưng chả cốm cắt mỏng đc lèo leo vài lát, ko có lòng như nhiều quán khác, bù lại thịt heo giòn da nhiều, đậu rán ngon, bên ngoài giòn nóng bên trong vừa đủ k quá khô. Nem chua rán cũng khá ngon, thích nhất phần tương ớt, lạ miệng tuy k cay nhiều, thiên ngọt hơn, phầm mắm tôm cũng vậy, ngọt nhiều hơn là mặn. Bàn mình ord thêm 2 đĩa bún và đậu mỗi đĩa 10k. Tổng thiệt hại 100k 3ng ăn no nê. Trà đá free TỰ PHỤC VỤ 👌🏻",8.4
"Hôm tụi mình đến thì quán khá đông nên cũng chờ hơi lâu một chút. Được cái nhân viên khá dễ thương nên cũng không vấn đề j.

Đồ ăn: Nem chua rán rất ngon. Mình trùm ăn nem chua rán ngoài Hà Nội nên rất khoái khi tìm được hàng ăn ngon đúng ý. Bún đậu thì hơi buồn vì mắm tôm pha ngọt quá, đậu không giòn và mỡ, chả được 1-2 miếng. Nói chung cảm thấy không đã. Bạn mình gọi Phở chiên phồng ăn cũng tạm được nhưng hơi bị thất vọng vì không giống ngoài kia. Thịt bò xào cũng ít, lại cay nên hơi khó ăn.
Chỗ ngồi: Khá thoải mái.
Địa điểm: Hơi bị ngõ ngách nhưng cũng dễ tìm.
Giá cả: So với đồ ăn thì mình thấy hơi đắt.
Note: Lần sau nếu có quay lại thì chắc cũng chỉ vì món nem chua rán.",6.2
"Quán ở trong hẻm nên khó tìm, chạy vòng vòng tìm mãi mới ra, bún đậu ở đây nổi tiếng và ngon, nem ngon, giá cả ok, nhân viên nhiệt tình, quán rộng, thoải mái, wifi bị hư nên hơi buồn.",9.0
"Mình rất thích ăn nem chua rán, thì ở đây là quán tủ luôn nhé :))) mặc dù hơi xa so với chỗ mình ở, nhưng thèm là kiểu gì cũng phải lết qua tận nơi :)))
Đồ ăn ở đây thì khỏi chê rồi ha :))
Nhưng làm hơi chậm, mình đi buổi chiều nên thưa khách nhưng vẫn lâu sau mới lên món, nước đem ra nhanh.
Nem chua rán ngon đúng điệu nha.
Giá ở đây cao nhưng chất lượng, dĩa nem ú ụ, bún đậu cũng đủ vị nóng hổi, ăn hết vẫn muốn ăn nữa @@ 
Sẽ quay lại ^^",8.2
"Quán này cũng lâu rồi, đi ăn lại mới tối hôm qua với con bạn. Sức trai vai rộng quất luôn phần 50k. No chành banh. Đồ ngon, cái gì cũng ngon hết. Nhưng thiếu kẹo tráng mồm, không giống bún đậu mắm tôm gần trường Trần Hưng Đạo. Vẫn thả nhiều sao vì phục vụ tốt 😎😎😎",10
Thèm sữa chua nếp cẩm lại tìm đến quán . Cô chủ vui vẻ nhân viên nhanh nhẹ ... bún đậu lớn ăn vừa đủ ngon,6.6
"Ăn 1 bún đậu + 1 phở chiên phồng. Cảm nhận : khá ngon, giá hợp lý",7.8
"Nghe tiếng lâu rồi giờ mới có dịp thử!
Bún đậu ngon ko xuất sắc như lời đồn, bún khá là ít nên tui phải kêu thêm bát cháo sụn sườn nữa ăn mới no được. 
Không thích kiểu đậu chiên xong rồi cắt ra như vậy, ăn ko cảm giác giòn tan như chỗ khác. Tui thích cắt miếng ra rồi chiên cho giòn tất cả các mặt.
Mắm thì tại sao lại bỏ cay vại??? Khổ cho thanh niên ko ăn cay. Cơ mà ko ăn luôn đc mắm nên kêu nước mắm ăn. Haha.
Được mỗi món tráng miệng sữa chua nếp cẩm là ok đấy.
Đi 1 mình ăn hết 65k mà vẫn chưa no lắm. Kkk

Vậy nhé!",6.8
"Thấy mn khen ngon đi ăn thử thì thất vọng
Mẹt to. Đồ ăn lèo tèo.nhìn mẹt bún bưng ra là thấy chán rồi. mắm tôm thì bt.k kèm singum cho khách nữa.mẹt nhỏ 30k mẹt lớn 50k giá khá chát",4.4
Được,3.6
"- Bún đậu mắm tôm nhỏ: ngon từ đầu đến chân, bún mềm, nem chua rán giòn ngon, thịt đậm đà, đậu khuôn cũng ok
- Sữa chua nếp cẩm: ngon, nhìn ly nhỏ tí mà nhiều kinh khủng
- Sữa đá đập: ok
- Không gian: đến đúng hôm chủ nhật, đông nghịt khách mà may sao không bị bí và nóng, có điều bàn bẩn
- Nhân viên: lần nào mình đi cũng là mấy chị đó, kiểu như mình order xong mang món ra là phải hỏi bàn nào gọi, lắm lúc hỏi nhỏ mình không nghe không thấy là coi như bỏ
- Chỗ để xe: nhỏ xíu do quán ở trong kiệt",7.2
"Ăn bún đậu ở nhiều nơi rồi, giờ mới ăn ở đây lần đầu, mặc dù cũng nổi tiếng lắm nè. Hehe. Bún đậu ở đây cũng ngon, hơn nhiều chỗ khác, bún đậu theo mình thì hơn thua nhau chỗ mắm tôm, riêng mình thì cũng thích mắm ở đây lắm, ăn khá hợp khẩu vị.
Chân gà ở đây thì cũng dạng vừa thôi chứ không ngon lắm. Nước thì mình thích nước sấu ở đây, ngọt, tuy không ra nét đặc trưng của người Hà Nội nhưng mà để bán cho người ĐN thì ok.
Không gian hơi chật chút xíu, nhân viên cũng nhiệt tình.",7.4
"Hôm trước có oder ở đây 1 phần nem chua rán, một phần cháo sườn. Đợi hơi lâu, có lẽ do quán đông, nhưng khi hàng giao tới nơi vẫn còn ấm nóng, rất thích. Trên hộp nem chua rán có chọc mấy cái lỗ thông khí nên dù giao tận nhà mà nem vẫn còn rất giòn, ăn rất ngon. Nước chấm ăn rất hợp khẩu vị, còn kèm theo 1 chén nhựa nhỏ đựng nước ch, cảm thấy đúng là rất chu đáo. Cháo sườn mùi vị ổn, nhưng chắc do vừa ăn xong nem chua rán nên ăn không hết cháo. Tóm lại quán này hợp khẩu vị mình, lần sau sẽ ăn tiếp",7.2
"Hị hị quán này thì nổi nhất nhì với quán cô nhỏ rồi nè :) 
Quán ở trong kiệt đường hải phòng hơi khó tìm một xíu với những bạn mù đường nhưng chỉ cần google map là ra hết à không thì các cậu có thể gọi delivery ship tận răng nha :)) 
Về không gian quán là nhà ở xong làm thành quán thật sự thì không có trang trú gì hết ấy. Nên check in thì mình toàn chụp hình đồ ăn không à. Có ngoài sảnh và 1 phòng rồi trên bậc gỗ nha. Mình lần nào tới cũng ngồi trên bật gỗ cả :)) ngồi trong phòng thấy thoả mái hơn nhưng mà có cái bất tiện là nếu ngồi full cả 3 bàn trong phòng thì nó hơi chật và bàn gần nhau thì ko thể nói quá to. 
Về nhân viên quán thì mình thấy khá tội cho mấy bàn vì bị kêu muốn chóng mặt lun ấy. Nhân viên phục vụ tốt nè dù có đôi lúc là hai ngơ ngơ quên mất món :) nhưng mà tội nhất là cái bạn trai hay mặc áo đen. 
Đồ ăn quán thì không quá nhiều món tại vì quán ghi tên là bín đậu mắm tôm mà. Mình gọi một suất lớn bún 1 chân gà xả ớt, 1 nem chua ráng nhỏ và gọi thêm bún đi 3 người là ăn thoả mái lun ấy 😁 về bún hôm mình ăn thì mắm hơi mặn phải cin them quất và ớt để cho bớt vị mặm nên mình nghĩ quán cần mêm lại vị của măm tôm ấy. đậu phụ chiên hơi mềm. Còn chân gà vị cũng khá vừa miệng nhưng bạn mình bảo là nó hơi cay chắc tại vì mình ăn cay tốt nên thấy bình thường. Còn mem chua rán mình nghĩ cũng khá ngon nhiwng mà thay loại tương chs được không ạ, mình không thích vị của tương chấm cho lắm. Mình còn gọi thêm sữa chua nế cẩm thì nó cũng bình thường, không ngon cho lắm. 
Nếu nói về giá cả thì khá phải chăng về đồ ăn nhưng về đồ uống thì hơi cao so với chất lượng thức uống. Mình không nói đến những thức uống đóng chai nha vì nó là giá chung rồi. 
Vậy quán này cũng đáng thử ấy.",5.8
"Hôm qua cùng bạn đi ăn thử. Quán khách đông nên khá chật, khá bí. Bún đậu mắm tôm rất ngon, mắm tôm ngon, ăn mãi không ngán, đậu ở ngoài giòn ở trong mềm miếng thịt cũng vậy. Sữa chua nếp cẩm thì không ngon, có kiểu vị đồ ăn bị thiu thiu í khs lại như thế, hay tại lần đầu ăn và vị nó vốn dĩ như vậy? 😂",7.6
"Địa điểm ăn vặt yêu thích lúc trước của mình. Không gian rộng rãi, không bị bí, có trong nhà lẫn ngoài trời
Tới đây thì luôn gọi nem chua rán, khoai tẩm mật ong, bún đậu, sữa chua nếp cẩm, hồ lô,...
Hồi trước lúc ĐN còn ít quán như thế này thì cô thường là nhất luôn rồi. Nhưng chừ có nhiều quán rồi nên khi ăn lại mình thấy cũng bt :(
Bún đậu mẹt to 50k 2 người ăn chưa no lắm . Phải gọi thêm các món khác ăn vặt mới ok được. Mình có ăn thử chân gà thì thấy cũng bt, không ngon lắm
Nói chung lâu lâu nhớ sẽ ghé lại",7.8
"Hôm nay gọi ship bún đậu mắm tôm cô thường về cơ quan ăn. 
Mình gọi 1 phần bún lớn 50k + khoai lang mít tỏi 30k hôm nay được free ship ship khá nhanh kịp giờ ăn trưa 
mình có chút nhận xét thế này
phần bún 50k được vài miếng bún, đậu rán quá lửa quá khô 
Còn lại thì cũng tạm ổn. Ngon hơn một số quán mình từng ăn nhưng hôm nay bị lỗi nên ăn cũng hơi chán",6.6
"Mình hay ăn ở đây vì bún ngon nem ngon. Nhưng 1 phần lớn vẫn thấy hơi ít, lúc nào cũng phải kêu nem thêm và bún thêm.",7.0
"Thất vọng , nước bạc hà gì mà chua lè . đồ ăn vặt thì ko có đồ chấm , bún đậu thì ko kèm theo singum ăn cho đỡ hôi miệng .TỆ",3.4
"Bún hơi cứng..? khó ăn.. thịt lợn luộc tệ, đậu rán kiểu lạ... Nchumg bún thì ko trách làm gì vì chắc cả ĐN ko có quán nào có bún ép như ngoài HN, nhưng đồ ăn đi kèm thì ko ổn mà so với giá quá chát. Nhg quán có món chân gà rất ngon.",4.6
"Mình có gọi ship 4 món: hai phần bún đậu nhỏ cũng tạm được, nhiều đồ ăn nhưng bún hơi khô tí. Còn cánh gà chiên mắm, nem chua rán và cá viên chiên thì chiên hơi khô quá, ít đồ chấm kèm theo, vì ship nên đồ ăn bị nguội hết, không ngon mong đợi 🙄🙄🙄",4.0
"Bún đậu ở đây ngon, mắm lần nào cũng như nhau, chỉ có ngon hơn chứ k có dở hơn. Đi aqn chục lần lúc nào cũng hài lòng, phục vụ nhanh nhẹn. Đặc biệt ở đây chân gà và nem chua rán cực ngon",10
"Lượn trên đây một hồi mình tìm ra được quán bún này. Liều thử xem có ngon như review không thì quả là ngon thật (chắc cả đói nữa 😂). Suất trong hình là suất nhỏ chỉ có một mình mình ăn thôi (nhưng vẫn bao ấm bụng). Bún không chua, vừa miệng; đậu phụ thì vừa được rán lên, còn ấm nóng; rau thơm các kiểu rửa sách sẽ; mắm tôm cũng nêm vừa (nhưng quán cho bao mắm to đùng, một mình ăn thì hơi nhiều), nhà quán có đưa bao ớt nữa cho bạn nào ham cay. Có vài miếng nem rán và một miếng lòng ạ 😂.
Mình gọi thì anh shipper xuất hiện sau 25', chuẩn shipper cười tươi như hoa. 
Dù hơi đói nhưng chờ nên khi ăn có ngon hơn :)). 
Chúc các bạn ăn ngon miệng!",7.2
"Hôm nào chán cơm thì lại ghé quán Bún đậu mắm tôm cô Thường ăn :)) lúc thì mình gọi 1 phần bún đậu lớn vs 1 phần chân gà nhỏ rồi hai ly nước, lúc thì gọi 1 phần bún đậu lớn và 1 phần nem lớn rồi 1 phan chan ga nho them 1 chai pepsi cho hai ngừoi ăn là no ngập mặt lun :)))
Tuy phục vụ món nem hơi chậm nhưng món bún đậu thi nhanh, khác với lần trước ba món ra cùng lúc nên ăn thích hơn nhiều hi hi hi hi hi hi",10
"Quán bún đậu mắm tôm này nằm trong hẻm nhưng rất đông và nổi tiếng. Kêu mỗi thứ 1 mẹt lớn 50k mà ăn no nê, đồ ăn nhiều kinh khủng. Nem chua rán ngon, giòn rụm nhưng dưa leo lúc đó ăn rất đắng. Sữa tươi chiên thì nóng hổi. Mắm tôm rất đậm đà, thơm.",7.0
"Bún đậu ở đây khá nổi tiếng nên mình đến đây ăn thử xem sao. Mình gọi 1 phần lớn với 1 phần nem chua rán nhở và 2 ly trà chanh. Phần bún lớn ở đây ít hơn những chỗ lúc trước mình ăn không hợp lý với cái giá 50k cho lắm, mắm tôm khá ngon. Nem rán giòn lúc bưng ra vẫn còn nóng. Nước đem ra lâu mình phải hỏi lại 2 3 lần mới có, mình không thích trà chanh ở đây cho lắm vị cứ đắng đắng lợ lợ khó uống",7.0
"Thích nhất món bánh xèo ở đây. Rau sạch sẽ, bánh xèo ngoài dòn trong mềm ăn kèm nước chấm cực ngon. Ngoài ra còn món cơm gà, xôi gà cũng khá ok. Giá tầm 20-30k 1 phần ăn. Nên thử nha mn",9.2
"Mình cùng 2 bạn vào quán. Mình đi với 1 bạn trước chờ bạn kia tới rồi cùng order. Bà chủ tóc vàng hoa môi đỏ chót lông mày kẻ đậm đà dài tới mang tai mặt hằm hằm kém sang tới hỏi gằn: ""Ăn gì, order chưa"", mình bảo chờ bạn thì bà mặt hằm hằm nguýt dài ra đi. 
Bạn mình tới, mình order gọn lẹ 2 bánh chưng và 1 mì Quảng chay. Ông***nào đó order cho mình xong thì hét to ""hấp lại bánh chưng"". Chưa đầy 2 phút đã có đồ ăn. Mình bóc cặp bánh chưng ăn mà tá hỏa: bánh không hấp nóng lại, cứng như xi-măng, nhai muốn gãy răng, mình bỏ nguyên nửa cái. Lá chuối thì tiết dịch nhão nhoét (có lẽ do để lâu). Ăn xong ba đứa có ngồi lại uống nước nói chuyện tiếng Anh tầm 10 phút. Bà chủ (hay bà tú gì đó) lại tới, hỏi ""bàn này order chưa"", mình kêu ""dạ rồi"". Bà thấy dĩa với tô mới ăn xong trên bàn mà còn giả vờ hỏi. Đúng như dự đoán, bà nói to:""Ăn xong về để cô lấy bàn bán cho khách khác"". Cách thu tiền cũng rất khó chịu. Trong khi đó mình nhìn quanh thấy hơn chục bàn trống. Có gì đâu phải đuổi khéo. Lúc mình đi ra còn xì xầm ""bị vấn đề chi à"". Sợ đen người. 
Quán bán chay mà người bán nghiệp đầy mình
Hẹn không gặp lại.",1.0
"Các món ở đây tầm 25-30k. Menu khá nhiều món, tuy nhiên vị giống nhau, ví dụ bún riêu hay phở nước dùng y như nhau. Quán sử dụng nhiều thực phẩm giả chay bằng bột ko tốt cho sức khoẻ, mà ít rau nấm đậu. Chế biến vị cũng không ngon.",6.2
"Bún chay là món ăn được các tín đồ ăn chay yêu thích. Món bún chay này dễ nấu, nguyên liệu cũng dễ kiếm cũng không cần quá nhiều sự khéo tay của đầu bếp. Với hương vị thanh đạm, dễ dùng, có vị ngọt thanh của rau củ, món bún chay chinh phục cả những thực khách thông thường

 Hơn nữa, món ăn chay này vẫn đảm bảo nhiều dinh dưỡng cho cơ thể. Thưởng thức bún chay mang đến khẩu vị mới lạ, không có cảm giác ngán.

giá 1 tô khá rẻ và rất nhiều bún? no căng",10
"Bán đồ ăn ko có tâm, bánh cuốn cũ cho mình, mùi bánh thiu ngùm:(( bún mắm thì ko pha cho vừa miệng mà vừa mặn vừa hôi, nhưng mà còn đỡ hơn bánh cũ đem đi bán, ko chấp nhận được",2.6
"Mùng 1 ghé quán này ăn chay, mình đi vio trễ tầm hơn 8h, quán như bãi chiến trường vậy á. Nhân viên mấy cô thì lơ mơ kiểu làm việc cật lực cả ngày á. Vô quán menu chỉ còn bún - bánh cuốn, còn bao nhiêu hết sạch sẽ rồi.
Mình gọi bún bò huế, tô này 25k, cũng khá to. Nước lèo k nóng lắm, có nhiều chả, mình thấy cũng tạm chớ chả k ngon lắm, nước lèo khá ok, ngọt thanh
Quán phục vụ nhanh, vô ngồi tầm 2’ là có đồ ăn rồi
Vị trí trung tâm dễ tìm",7.8
"Ord phần mì xào mềm, mà mở ra ăn thì toàn nước, mì làm giống như trụng xong bỏ mấy lát cà rốt, ít rau vô rồi đem giao cho khách, chứ ăn chẳng có vị chi hết. Gắp mấy cọng ăn ráng nuốt mà nuốt ko nổi. Phần 30k mà dở tệ",3.4
"#SIEUHOIFA <3 <3 <3 <3
quán chay ưa thích của mình, vào ngày rằm thì đông khỏi bàn, nên đi ăn vào ngày thường sẽ đỡ đông hơn
++ Vị trí : nằm trên đường*** phía gần ngã năm cột cờ

++ Không gian : rộng rãi, bàn ghế ngồi ăn rất thoải mái

++ Chất lượng : quán bán rất nhiều món đa dạng, đọc menu mà tưởng mô quán mặn :)))))) mình hay ăn bún mắm, bánh cuốn thịt nướng, cơm thập cẩm, ăn ngon đáng thử

++ Phục vụ : nhân viên oke

++ Giá cả : các món giá từ 25k là chủ yếu",7.4
"Lần nào ăn chay cũng ghé quán vì menu phong phú khủng khiếp, muốn ăn gì cũng có từ cơm mì phở đến lẩu rồi có cả banh bèo nậm lọc.... Quán rộng, tùy nhiên chắc ăn vào toàn rằm, mồng 1 nên đông khủng khiếp. Tuy vậy phục vụ vẫn rất nhanh nhẹn, đồ ăn ra nhanh, ngon hợp khẩu vị.",7.2
"Mình đặt về nhà cx được 5-6 món khác nhau, món nào ăn cũng có vị riêng, gia vị nêm vừa miệng, ăn hoài hông ớn, đồ ăn cho nhiều, hợp giá tiền",5.0
"Mới mua vài món về nhà ăn mà thật muốn dị với gia đình luôn ah . Khoai tây xào khô cứng , canh rau củ với đậu trắng mà đậu thì sượng cứng , rau củ cái cứng cái mềm , nước thì lạc nhách , bánh cuốn tương chấm thì ngọt, măng xào đúng nghĩa măng xào không có tí rau hay nấm hay blbla thứ gì . Mua hết 170k mà về ráng ăn được chừng nào ráng chừng đó chứ vứt mang tội . Bưa , càng ngày càng tệ chưa kể thái độ chủ quán cứ kiểu bất cần -_- . Thôi bye lun",2.4
"Mình order cao lầu ở đây 3 lần, thấy hài lòng lắm nhưng thử món mì quảng thì thấy hơi kì, mì quảng ko thấy đậu hủ hay chả gì hết mà dùng item y chang cao lầu, quán nên xem xét lại",7.8
Mua bún căn nướng lại bán đồ cơm gì đó . Lừa đảo treo đầu dê bán thịt chó . Quán không có uy tín không đảm bảo chất lượng quá thất vọng .,1.0
"Mình đặt 1 cơm thập cẩm chay 25.000d nhưng ship đến hộp cơm như này, không phải cơm chiên, chỉ trộn các thứ vô cơm nhão cả ra, cũng chẳng giống như hình trên menu. Thất vọng.",4.4
"Đầu tháng ăn chay nên đặt về ăn thử, cơm thì ổn nấm ngon. Miếng thì măng ngon, giòn nhưng sợi miếng còn cứng nên nấu lâu hơn nước dùng vị cũng được,",7.6
"Ăn chay hay đặt quán này. Thực đơn phong phú. Đồ ăn cũng ngon. Ram ở đây nhân ngon , ship đi nhưng vẫn còn dồn",8.8
"Mình ko ăn chay nhưng hôm rằm vừa rồi ăn cùng đứa bạn theo đạo phật nên order ăn chung với nó.
Bọn mình gọi phần cơm chay và bún chay. đứa bạn cứ khẳng định 1 2 là ngon lắm nhưng mình chả tin lắm vì nghĩ cơm chay có cái gì mà ngon :v 
Nhận hàng xong ăn thử thì có lẽ suy nghĩ trên hơi bị lung lay một chút rồi. Haha
Phần cơm khá đầy đặn, nhìn cũng có sắc có hương ra phết chứ ko như mình tưởng. Vị cũng ok lắm.
Có lẽ từ giờ lâu lâu mình cũng nên ăn chay thanh lọc cơ thể cái thôi.",7.4
"Bởi vì có đứa bạn ăn chay nên phải đi ăn theo nó 😂. Mình hay mò mẫm lên foody coi review thì kiếm được quán này gần trung tâm. Không gian rộng thoải mái, mình hay đi vào ngày thường nên thấy ấun ko đông, phục vụ nhanh gọi 1 chút là có món liền. Đồ ăn mình đánh giá là đa dạng, vị được ko quá xuất sắc, mình thấy mấy món bún nước, mì quảng, bánh cuốn, bánh xèo là ngon chứ mấy món bánh huế vị hơi tệ. Hôm mình đi bánh nậm còn bị chua chắc ít người gọi nên để qua ngày. Túm lại ăn khá được mọi người nên thử",7.0
"Mình mới đặt 2 suất miến gà, một hoành thánh, một bún cá thu
Ăn nước rất ngọt ngon
cho tới khi ăn xong 5 phút, 4 đứa đều mệt, tay chân bủn rùn, đứa thì môi tê, mỏi cổ, rất giống hội chứng ngộ độc bột ngọt. 
Sẽ k đặt lại chỗ này",1.0
"Chán chả buồn nói, hộp cơm 30k order qua now. Chắc quán bán bị lộn chứ bình thường review cũng ko đến nỗi nào mà ta???
Một dấu hỏi to đùng kèm theo nỗi bâng khuân vô hạn khi nhận hộp cơm :)))",6.8
"Hôm nay mình ăn chay, chạy tới quán mua 1 phần bún xào nghệ, 1 cây ram. Tưởng đâu bỏ ram trong bún, về mở ra không có cây ram nào, thanh toán thì giá tiền là của 2 món. Quá là thất vọng quán, mong quán lần sau để ý hơn",3.8
"Đây là lần đầu đặt ở quán Chay Thuý nên chưa thử được nhiều nhưng mì xào giòn khá ngon, nhưng nước dùng hơi mặn tí. Rau nấm mềm ngon lúc giao tới vẫn còn nóng hổi luôn. Cơm chiên dương châu cũng còn ấm nhưng cơn hơi khô. Rau củ chiên với cơm hình như là dùng rau củ đông lạnh nên bắp không được ngọt, hạt đậu còn cứng tí ăn tổng thể ổn nhưng do hạt đậu nên hơi ngán. Mình nghĩ là do quán quên nên không cho nuớc tương, ớt hay tương lai ớt nên hơi nhạt. Canh ổn ăn tạm được. Sẽ ủng hộ tiếp nếu có dịp",6.4
Cách phục vụ của nv k tôn trọng khách hàng. Đến ăn trả tiền mà giống như đi xin,3.2
Đã chẹckin định vô ăn mà thấy nhiều bạn phản hôif về thái độ phục vụ của quán quá tệ. thôi né. Mình về Ông ích khiêm ăn cho lành 15k - mà nhân viên quán thân thiện vui vẻ.,4.6
"Tự nhiên thèm cơm chay nên lên deli tìm quán, may mà chay thuý có deli foody nên nhập code giảm giá được nè
phần cơm bình thường 20k, mình muốn thêm đồ ăn nên gọi suất lớn thêm 5k nữa
hộp cơm mang về đầy ụ, nhiều rau củ ăn kèm
cơm ăn cũng khá ok, mà mình nghĩ nên cho thêm nước tương ăn kèm nữa sẽ đậm đà hơn",7.8
"Quán chay khá nổi tiếng. Menu chay đa dạng, phong phú, nhiều món chay lạ. Quán cũng rộng. Đồ ăn ngon, nhìn lạ lắm. Mình gọi lẩu, ăn 5 người no luôn. Suất này 260k tổng hết ạ. Mọi thứ đều rất ổn chỉ có cách phục vụ là thực sự có vấn đề",6.4
Đồ chay ở đây ngon và đa dạng nhưng cách phục vụ thì thực sự có vấn đề.,8.4
"Quán Thúy 3 năm trước thì tạm được. Giờ thì đồ ăn dưới mức trung bình. Món chay có nhiêu đó ko đổi món. Nhất là cơm phần. Ngày xưa lấy bao nhiêu tính tiền khác giờ ăn đầy đủ hay chỉ 2,3 loại rau cũng tính 25k. Về ăn hết rau còn hơn nửa hộp cơm.

Quan trọng nhất là thái độ. Mới bước vào đã quát giọng, ăn gì. Ko phải kiểu nói to mà là nạt ng khác, mặt trợn lên. Khách còn chưa làm gì. Ăn cơm chỉ món thì cứ lầm bầm chửi cái gì đấy rất khó chịu. Thấy thương cho bà chủ, bán cơm chay mà tâm sân si như vậy thì ko những ko tạo hạt lành mà còn thêm khổ. Ko biết nhà có chuyện gì hay không nhưng khách hàng ko phải ai cũng thông cảm hoặc phải hứng chịu những gì bả đang trải qua.

Ai cũng có sai lầm. Hi vọng quán biết mà thay đổi kịp. Có thể quay lại 1 lần nữa coi có thay đổi ko. Nếu ko thì tạm biệt luôn.",3.8
"Quán bán đồ ăn k ngon, mì quảng 25k k có gì đặc sắc mà hơi đắt nữa. Mọi thứ cũng bt mà cho tới khi tính tiền, bà dì mình k ăn rau sống nên lấy giấy ăn trải giữa bàn bỏ rau ra mà bà cô nào tới ngoại hình nhìn đã sắc sảo khó ưa, môi đỏ tóc vàng tới lấy đôi đũa gắp cái ra giữa bàn vô tô thái độ k mấy đẹp miệng còn lẩm bẩm” ăn mà ngó” đập đũa rất mạnh xuống bàn trc mặt mình. Thà lúc đó mình về r bả ưa làm gì thì làm thì k ai trách đây lại làm vậy vs khách. Mình bỏ tiền đi ăn chứ có phải đi xin đâu. Mãi mãi k quay lại đây. Quán bán bình thường thái độ vậy thì bình thường đây lại là quán chay phật tử. Rất tức giận vs thái độ này.",1.0
"Lần đầu tiên ăn và order món cơm gà rôti chay, nhưng chế biến quá dở. Gà cứng đơ, miệng đậu rán nhiều dầu mỡ và cũng cứng đơ như thể đã để từ mấy ngày rồi. Chỉ mỗi cơm dẻo và thơm. Món canh mùi hơi nồng.",5.0
"Quán chay này có tiếng cũng lâu. Mình nghĩ đồ ăn chắc cũng đắt lắm. Thật ra giá bán cũng vừa phải so với mặt bằng quán thế này.
Quán rộng rãi, sáng sủa lắm. Mấy cô bán nhiệt tình vui vẻ khỏi chê.
Mình gọi bánh xèo, bún mắm và gà xé.
Bánh xèo giòn, ngon mắt. Bên trong có nấm và giá, hơi ít và bị dầu. Nước lèo hơi chưa quá.
Bún mắm thơm cực. Rau và đậu khuôn nhiều. Ăn ngon mà không bị mặn. Tuy nhiên sợi bún cho dầu quá.
Món gà xé thì ăn chán. Chẳng có gia vị gì đậm đà.
Nhìn chung các món đều ok. Nhưng mình thấy dầu mỡ nhiều nên hơi ngán. Không thích lắm.",8.0
"Quán rất đông nên phục vụ chậm một tí cũng không sao nhưng phục vụ theo mình thấy là rất kém. Mình vào kêu 1 lẩu, ngồi đợi 1 hồi thì được báo là hết. Sau đó mình gọi cơm, một lúc sau có người bưng lẩu lên thì một chú lại kêu bàn mình huỷ gọi cái khác rồi xong bưng qua bàn khác, mình chưa kịp nói gì. Sau đó mịn phải ngồi đợi thêm 1 hồi lâu quá nên mình về. Thời gian đợi từ đầu đến cuối cũng 30p. Mong quán chú ý hơn",3.0
"Quán đã bao nhiều năm rồi thì chả việc gì fai bàn nữa :) 
Từ lụp sụp 1 lô lên sáng sủa rộng rãi 2 lô thì đã ngon , nay lại vừa sạch vừa đẹp vừa ngon .
Quán chay bán đã lâu & quanh năm nên menu rất đa dạng & thức ăn cũng rất phong phú. 
Cơm hay mỳ hay món chay nào mình cũng đều rất thích ăn ở đây , đặc biệt thức ăn trên mỗi món rất nhìu nhìu . Tính ra như thế này gọi là rẻ 👌🏻",9.0
"Bữa nay ăn chay mà bận quá nên lên Deli đặt giao hàng cho tiện. Quán chay Thuý nổi tiếng lâu nay vì giá khá rẻ mà lại chất lượng, ngon...
Mình đặt quá trời món: cari bánh mì, bánh bao, bánh bột lọc, nước rau má, sữa đậu nành... tổng hết trên 80k. Kết nhất món cari, vị ngon, nhân nhiều có cả bánh mì mà giá có 20k. Bánh bột lọc cũng dai, ngon. Bánh bao thì đựng vào hộp nên phía dưới bị nhão ướt, trên thì bị khô. 
Nói chung mọi thứ hợp lý, hợp túi tiền.
Shipper bên deli vừa nhanh, vừa khoẻ, free ship khi thanh toán qua aripay nữa.",8.0
Lần đầu mình đến thái độ phục vụ khách của quán hơi kém. Mình oder. Ngồi chờ mãi vẫn chưa thấy. Mình gọi nhân viên lại hỏi thì nhân viên lờ đi. Quán lúc ý chỉ có bàn mình và bàn bên cạnh có người.,4.2
Trời...lần đầu tiên vô quán ăn vì mình ko thích quạt quay vô mặt nên đứng dậy xoay cái quạt qua bên ông ny cí 🤒 vậy mà bị chửi ghê..còn làm kiểu này nọ nữa 😭😭😭 đồ ăn thì cũng thường mà thái độ chảnh quá ..hạch hoẹ nữa!!! Ko bao giờ ăn lại nữa,3.0
"Ai không biết ăn chao thì đừng nên gọi bún mắm , rất khó ăn . Cơm thập cẩm ngon , đồ ăn nhiều",6.8
"Hôm nay ghé quán ăn chay mà hôm nay không có cơm , chỉ có bún mì phở . Mình gọi mì hoành thánh với miến . Nước dùng trong thanh , vừa miệng . Nc ăn ổn",7.2
